
   INFO  Server running on [http://127.0.0.1:8000].

  Press Ctrl+C to stop the server
  2026-06-24 10:58:01 /build/assets/input-error-c9HKPrsi.js ........ ~ 0.31ms
  2026-06-24 10:58:01 /build/assets/layout-list-BrgOshHN.js ........ ~ 0.42ms
  2026-06-24 10:58:01 /build/assets/button-yyHK97aV.js ............. ~ 0.52ms
  2026-06-24 10:58:01 /build/assets/card-pcWgINJM.js ............... ~ 0.08ms
  2026-06-24 10:58:01 /build/assets/input-CFN0jbOi.js .............. ~ 0.37ms
  2026-06-24 10:58:01 /build/assets/select-BrkPklZq.js ............. ~ 0.51ms
  2026-06-24 10:58:01 /build/assets/textarea-WNL7jeYd.js ........... ~ 0.65ms
  2026-06-24 10:58:01 /build/assets/app-layout-DZ8XfOjz.js ......... ~ 0.92ms
  2026-06-24 10:58:01 /build/assets/createLucideIcon-C-jyAfPC.js ... ~ 0.28ms
  2026-06-24 10:58:01 /build/assets/building-2-Cq4oqecc.js ......... ~ 0.35ms
  2026-06-24 10:58:01 /build/assets/map-pin-CnjA-7Y_.js ............ ~ 0.46ms
  2026-06-24 10:58:01 /build/assets/file-text-Bqqr7zy0.js .......... ~ 0.58ms
  2026-06-24 10:58:01 /build/assets/index-DhOUqLs5.js .............. ~ 0.69ms
  2026-06-24 10:58:01 /build/assets/index-CyL8o_FW.js .............. ~ 0.67ms
  2026-06-24 10:58:01 /build/assets/Combination-BLMZmBBi.js ........ ~ 0.08ms
  2026-06-24 10:58:01 /build/assets/index-Dd4jnFyq.js .............. ~ 0.18ms
  2026-06-24 10:58:01 /build/assets/check-CD9PUByM.js .............. ~ 0.44ms
  2026-06-24 10:58:01 /build/assets/index-BNZ9Sn9j.js .............. ~ 0.59ms
  2026-06-24 10:58:01 /build/assets/index-DIS7WWPq.js .............. ~ 0.72ms
  2026-06-24 10:58:01 /build/assets/x-D8-K-wIk.js .................. ~ 0.85ms
  2026-06-24 10:58:01 /build/assets/loader-circle-bDlQ2Afq.js ...... ~ 0.09ms
  2026-06-24 10:58:01 /build/assets/GenericCombobox-C7gsqXyQ.js .... ~ 0.23ms
  2026-06-24 10:58:01 /build/assets/index-BOE09UYn.js .............. ~ 0.30ms
  2026-06-24 10:58:01 /build/assets/CRMAssignmentSection-CGJmerUy.js  ~ 0.45ms
  2026-06-24 10:58:01 /build/assets/dropdown-menu-DOT7iNiI.js ...... ~ 0.50ms
  2026-06-24 10:58:01 /build/assets/index-Bhz_ry2-.js .............. ~ 0.59ms
  2026-06-24 10:58:01 /build/assets/settings-D9gq9JFj.js ........... ~ 0.04ms
  2026-06-24 10:58:01 /build/assets/app-logo-icon-Co08Z3aV.js ...... ~ 0.17ms
  2026-06-24 10:58:01 /build/assets/app-CbWkHNh_.css ............... ~ 0.03ms
  2026-06-24 10:58:01 /logo.png .................................... ~ 0.03ms
